AgentState_t	AgentState_x0	AgentState_u0	AgentState_v0	Cost	Debug_Cost
0	0.498893	0	0 	 0	0	
0.1	0.501883	0	0 	 0	0	
0.2	0.510165	0	0 	 0	0	
0.3	0.52074	0	0 	 0	0	
0.4	0.533046	0	0 	 0	0	
0.5	0.546775	0	0 	 0	0	
0.6	0.561727	0	0 	 0	0	
0.7	0.577757	0	0 	 0	0	
0.8	0.594755	0	0 	 0	0	
0.9	0.612634	0	0 	 0	0	
1	0.631322	0	0 	 0	0	
1.1	0.650759	0	0 	 0	0	
1.2	0.670895	0	0 	 0	0	
1.3	0.691685	0	0 	 0	0	
1.4	0.713091	0	0 	 0	0	
1.5	0.735079	0	0 	 0	0	
1.6	0.757618	0	0 	 0	0	
1.7	0.780527	0	0 	 0	0	
1.8	0.803066	0	0 	 0	0	
1.9	0.82504	0	0 	 0	0	
2	0.846567	0	0 	 0	0	
2.1	0.867832	0	0 	 0	0	
2.2	0.888738	0	0 	 0	0	
2.3	0.909281	0	0 	 0	0	
2.4	0.92946	0	0 	 0	0	
2.5	0.949445	0	0 	 0	0	
2.6	0.969225	0	0 	 0	0	
2.7	0.988648	0	0 	 0	0	
2.8	1.00771	0	0 	 0	0	
2.9	1.02661	0	0 	 0	0	
3	1.04532	0	0 	 0	0	
3.1	1.06374	0	0 	 0	0	
3.2	1.08187	0	0 	 0	0	
3.3	1.09983	0	0 	 0	0	
3.4	1.11759	0	0 	 0	0	
3.5	1.13517	0	0 	 0	0	
3.6	1.15261	0	0 	 0	0	
3.7	1.16994	0	0 	 0	0	
3.8	1.18707	0	0 	 0	0	
3.9	1.204	0	0 	 0	0	
4	1.22071	0	0 	 0	0	
4.1	1.23731	0	0 	 0	0	
4.2	1.25378	0	0 	 0	0	
4.3	1.27005	0	0 	 0	0	
4.4	1.28616	0	0 	 0	0	
4.5	1.30213	0	0 	 0	0	
4.6	1.3179	0	0 	 0	0	
4.7	1.3336	0	0 	 0	0	
4.8	1.3492	0	0 	 0	0	
4.9	1.36464	0	0 	 0	0	
5	1.37991	0	0 	 0	0	
5.1	1.39505	0	0 	 0	0	
5.2	1.41013	0	0 	 0	0	
5.3	1.42514	0	0 	 0	0	
5.4	1.43999	0	0 	 0	0	
5.5	1.45476	0	0 	 0	0	
5.6	1.46945	0	0 	 0	0	
5.7	1.48392	0	0 	 0	0	
5.8	1.49834	0	0 	 0	0	
5.9	1.51268	0	0 	 0	0	
6	1.52682	0	0 	 0	0	
